cluster,source_entity,source_field,evidence_status,declared_type,declared_not_null,inline_primary_key,inline_unique,ddl_receipt,annotation_receipt,proposed_contract_field,proposed_type,handling,target_status
organizations,country,country_name_en,declared,string(100),True,False,False,console/migrations/m170425_132300_country.php:16,common/models/Country.php:12,organizations.Country.country_name_en,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
organizations,country,country_nationality_name_ar,declared,string(100),False,False,False,console/migrations/m170425_132300_country.php:16,common/models/Country.php:15,organizations.Country.country_nationality_name_ar,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
organizations,country,country_nationality_name_en,declared,string(100),True,False,False,console/migrations/m170425_132300_country.php:16,common/models/Country.php:14,organizations.Country.country_nationality_name_en,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
organizations,country,currency_code,declared,char(3),False,False,False,console/migrations/m240225_062220_country_currency_code.php:21,common/models/Country.php:17,organizations.Country.currency_code,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
organizations,country,emoji,declared,string(),False,False,False,console/migrations/m240214_084103_multi_currency.php:256,,organizations.Country.emoji,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
organizations,country,iso,declared,char(3),False,False,False,console/migrations/m240214_084103_multi_currency.php:255,,organizations.Country.iso,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
operations,cron_log,id,declared,primaryKey(),False,True,False,console/migrations/m250320_162139_cron_log.php:15,common/models/CronLog.php:10,operations.CronLog.id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
operations,cron_log,last_output,declared,text(),False,False,False,console/migrations/m250320_162139_cron_log.php:15,common/models/CronLog.php:13,operations.CronLog.last_output,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
operations,cron_log,last_ran_at,declared,dateTime(),False,False,False,console/migrations/m250320_162139_cron_log.php:15,common/models/CronLog.php:12,operations.CronLog.last_ran_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
operations,cron_log,task,declared,string(),True,False,False,console/migrations/m250320_162139_cron_log.php:15,common/models/CronLog.php:11,operations.CronLog.task,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
organizations,currency,code,declared,string(),True,False,False,console/migrations/m240214_084103_multi_currency.php:21,common/models/Currency.php:15,organizations.Currency.code,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
organizations,currency,currency_id,declared,primaryKey(),False,True,False,console/migrations/m240214_084103_multi_currency.php:21,common/models/Currency.php:13,organizations.Currency.currency_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
organizations,currency,currency_symbol,declared,string(),False,False,False,console/migrations/m240214_084103_multi_currency.php:21,common/models/Currency.php:16,organizations.Currency.currency_symbol,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
organizations,currency,datetime,declared,dateTime(),False,False,False,console/migrations/m240214_084103_multi_currency.php:21,common/models/Currency.php:21,organizations.Currency.datetime,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
organizations,currency,decimal_place,declared,tinyInteger(1),False,False,False,console/migrations/m240214_084103_multi_currency.php:21,common/models/Currency.php:18,organizations.Currency.decimal_place,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
organizations,currency,rate,declared,double(),False,False,False,console/migrations/m240214_084103_multi_currency.php:21,common/models/Currency.php:17,organizations.Currency.rate,ExactDecimal,synthetic balanced amounts; currency/scale validation; counter overrides apply,PROPOSED; runtime schema and semantic acceptance unverified
organizations,currency,sort_order,declared,smallInteger(3),False,False,False,console/migrations/m240214_084103_multi_currency.php:21,common/models/Currency.php:19,organizations.Currency.sort_order,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
organizations,currency,status,declared,boolean(),False,False,False,console/migrations/m240214_084103_multi_currency.php:21,common/models/Currency.php:20,organizations.Currency.status,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
organizations,currency,title,declared,string(),True,False,False,console/migrations/m240214_084103_multi_currency.php:21,common/models/Currency.php:14,organizations.Currency.title,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
communication,daily_standup_answer,answer,declared,text(),False,False,False,console/migrations/m221215_072607_attendance.php:34,common/models/DailyStandupAnswer.php:17,communication.DailyStandupAnswer.answer,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
communication,daily_standup_answer,answer_uuid,declared,char(60),False,False,False,console/migrations/m221215_072607_attendance.php:34,common/models/DailyStandupAnswer.php:13,communication.DailyStandupAnswer.answer_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,daily_standup_answer,created_at,declared,datetime(),True,False,False,console/migrations/m221215_072607_attendance.php:34,common/models/DailyStandupAnswer.php:18,communication.DailyStandupAnswer.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,daily_standup_answer,question,declared,string(),False,False,False,console/migrations/m221215_072607_attendance.php:34,common/models/DailyStandupAnswer.php:16,communication.DailyStandupAnswer.question,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
communication,daily_standup_answer,question_uuid,declared,char(60),False,False,False,console/migrations/m221215_072607_attendance.php:34,common/models/DailyStandupAnswer.php:15,communication.DailyStandupAnswer.question_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,daily_standup_answer,staff_id,declared,integer(11),False,False,False,console/migrations/m221215_072607_attendance.php:34,common/models/DailyStandupAnswer.php:14,communication.DailyStandupAnswer.staff_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,daily_standup_answer,updated_at,declared,datetime(),True,False,False,console/migrations/m221215_072607_attendance.php:34,common/models/DailyStandupAnswer.php:19,communication.DailyStandupAnswer.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,daily_standup_question,created_at,declared,datetime(),True,False,False,console/migrations/m221215_072607_attendance.php:25,common/models/DailyStandupQuestion.php:16,communication.DailyStandupQuestion.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,daily_standup_question,question,declared,string(),False,False,False,console/migrations/m221215_072607_attendance.php:25,common/models/DailyStandupQuestion.php:15,communication.DailyStandupQuestion.question,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
communication,daily_standup_question,question_uuid,declared,char(60),False,False,False,console/migrations/m221215_072607_attendance.php:25,common/models/DailyStandupQuestion.php:14,communication.DailyStandupQuestion.question_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,daily_standup_question,updated_at,declared,datetime(),True,False,False,console/migrations/m221215_072607_attendance.php:25,common/models/DailyStandupQuestion.php:17,communication.DailyStandupQuestion.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree,degree_created_at,declared,dateTime(),False,False,False,console/migrations/m240523_133605_education.php:37,common/models/Degree.php:18,profile.Degree.degree_created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree,degree_group_uuid,declared,char(60),False,False,False,console/migrations/m240523_133605_education.php:37,common/models/Degree.php:16,profile.Degree.degree_group_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree,degree_name_ar,declared,string(),False,False,False,console/migrations/m240523_133605_education.php:37,common/models/Degree.php:15,profile.Degree.degree_name_ar,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree,degree_name_en,declared,string(),True,False,False,console/migrations/m240523_133605_education.php:37,common/models/Degree.php:14,profile.Degree.degree_name_en,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree,degree_sort_order,declared,integer(3),False,False,False,console/migrations/m240523_133605_education.php:37,common/models/Degree.php:17,profile.Degree.degree_sort_order,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree,degree_updated_at,declared,dateTime(),False,False,False,console/migrations/m240523_133605_education.php:37,common/models/Degree.php:19,profile.Degree.degree_updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree,degree_uuid,declared,char(60),False,False,False,console/migrations/m240523_133605_education.php:37,common/models/Degree.php:13,profile.Degree.degree_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree_group,degree_group_created_at,declared,dateTime(),False,False,False,console/migrations/m240523_133605_education.php:23,common/models/DegreeGroup.php:18,profile.DegreeGroup.degree_group_created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree_group,degree_group_name_ar,declared,string(),False,False,False,console/migrations/m240523_133605_education.php:23,common/models/DegreeGroup.php:15,profile.DegreeGroup.degree_group_name_ar,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree_group,degree_group_name_en,declared,string(),True,False,False,console/migrations/m240523_133605_education.php:23,common/models/DegreeGroup.php:14,profile.DegreeGroup.degree_group_name_en,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree_group,degree_group_sort_order,declared,integer(3),False,False,False,console/migrations/m240523_133605_education.php:23,common/models/DegreeGroup.php:16,profile.DegreeGroup.degree_group_sort_order,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree_group,degree_group_updated_at,declared,dateTime(),False,False,False,console/migrations/m240523_133605_education.php:23,common/models/DegreeGroup.php:19,profile.DegreeGroup.degree_group_updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree_group,degree_group_uuid,declared,char(60),False,False,False,console/migrations/m240523_133605_education.php:23,common/models/DegreeGroup.php:13,profile.DegreeGroup.degree_group_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
profile,degree_group,skip_major,declared,tinyInteger(),False,False,False,console/migrations/m240523_133605_education.php:23,common/models/DegreeGroup.php:17,profile.DegreeGroup.skip_major,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,category_id,declared,integer(11),True,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:15,finance.Discount.category_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,company_id,declared,integer(11),True,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:16,finance.Discount.company_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,created_at,declared,dateTime(),False,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:24,finance.Discount.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,description_ar,declared,text(),True,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:19,finance.Discount.description_ar,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,description_en,declared,text(),True,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:18,finance.Discount.description_en,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,discount_uuid,declared,char(60),False,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:14,finance.Discount.discount_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,how_to_apply_ar,declared,text(),False,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:21,finance.Discount.how_to_apply_ar,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,how_to_apply_en,declared,text(),False,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:20,finance.Discount.how_to_apply_en,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,image,declared,string(),False,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:22,finance.Discount.image,DocumentReference,substitute bytes; private owner/type/version; unsupported type HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,store_id,declared,integer(11),False,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:17,finance.Discount.store_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,updated_at,declared,dateTime(),False,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:25,finance.Discount.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount,valid_until,declared,dateTime(),False,False,False,console/migrations/m240710_075924_discount.php:30,common/models/Discount.php:23,finance.Discount.valid_until,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount_category,category_id,declared,primaryKey(11),False,True,False,console/migrations/m240710_075924_discount.php:21,common/models/DiscountCategory.php:12,finance.DiscountCategory.category_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount_category,created_at,declared,dateTime(),False,False,False,console/migrations/m240710_075924_discount.php:21,common/models/DiscountCategory.php:16,finance.DiscountCategory.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount_category,image,declared,string(),False,False,False,console/migrations/m240710_075924_discount.php:21,common/models/DiscountCategory.php:15,finance.DiscountCategory.image,DocumentReference,substitute bytes; private owner/type/version; unsupported type HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount_category,name_ar,declared,string(),False,False,False,console/migrations/m240710_075924_discount.php:21,common/models/DiscountCategory.php:14,finance.DiscountCategory.name_ar,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount_category,name_en,declared,string(),True,False,False,console/migrations/m240710_075924_discount.php:21,common/models/DiscountCategory.php:13,finance.DiscountCategory.name_en,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,discount_category,updated_at,declared,dateTime(),False,False,False,console/migrations/m240710_075924_discount.php:21,common/models/DiscountCategory.php:17,finance.DiscountCategory.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,campaign_uuid,declared,char(60),True,False,False,console/migrations/m231009_105032_email.php:21,common/models/EmailCampaign.php:15,communication.EmailCampaign.campaign_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,created_at,declared,dateTime(),False,False,False,console/migrations/m231009_105032_email.php:21,common/models/EmailCampaign.php:25,communication.EmailCampaign.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,is_recurring,declared,boolean(),False,False,False,console/migrations/m250313_173340_campaign_schedule.php:21,common/models/EmailCampaign.php:21,communication.EmailCampaign.is_recurring,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,last_trigger_date_time,declared,dateTime(),False,False,False,console/migrations/m250313_173340_campaign_schedule.php:18,common/models/EmailCampaign.php:20,communication.EmailCampaign.last_trigger_date_time,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,message,declared,text(),False,False,False,console/migrations/m231009_105032_email.php:21,common/models/EmailCampaign.php:17,communication.EmailCampaign.message,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,progress,declared,integer(11),False,False,False,console/migrations/m231009_105032_email.php:21,common/models/EmailCampaign.php:18,communication.EmailCampaign.progress,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,status,declared,tinyInteger(1),False,False,False,console/migrations/m231009_105032_email.php:21,common/models/EmailCampaign.php:24,communication.EmailCampaign.status,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,subject,declared,string(),False,False,False,console/migrations/m231009_105032_email.php:21,common/models/EmailCampaign.php:16,communication.EmailCampaign.subject,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,target,declared,string(10),False,False,False,console/migrations/m250313_173340_campaign_schedule.php:27,common/models/EmailCampaign.php:23,communication.EmailCampaign.target,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,trigger_date_time,declared,dateTime(),False,False,False,console/migrations/m250313_173340_campaign_schedule.php:15,common/models/EmailCampaign.php:19,communication.EmailCampaign.trigger_date_time,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,trigger_period,declared,integer(),False,False,False,console/migrations/m250313_173340_campaign_schedule.php:24,common/models/EmailCampaign.php:22,communication.EmailCampaign.trigger_period,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign,updated_at,declared,dateTime(),False,False,False,console/migrations/m231009_105032_email.php:21,common/models/EmailCampaign.php:26,communication.EmailCampaign.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign_filter,campaign_uuid,declared,char(60),True,False,False,console/migrations/m231009_105032_email.php:33,common/models/EmailCampaignFilter.php:14,communication.EmailCampaignFilter.campaign_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign_filter,cf_uuid,declared,char(60),False,False,False,console/migrations/m231009_105032_email.php:33,common/models/EmailCampaignFilter.php:13,communication.EmailCampaignFilter.cf_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign_filter,param,declared,string(50),False,False,False,console/migrations/m231009_105032_email.php:33,common/models/EmailCampaignFilter.php:15,communication.EmailCampaignFilter.param,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
communication,email_campaign_filter,value,declared,string(100),False,False,False,console/migrations/m231009_105032_email.php:33,common/models/EmailCampaignFilter.php:16,communication.EmailCampaignFilter.value,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam,created_at,declared,dateTime(),False,False,False,console/migrations/m240808_113636_certificate.php:21,common/models/Exam.php:20,recruitment.Exam.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam,description_ar,declared,string(),False,False,False,console/migrations/m240808_113636_certificate.php:21,common/models/Exam.php:17,recruitment.Exam.description_ar,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam,description_en,declared,string(),False,False,False,console/migrations/m240808_113636_certificate.php:21,common/models/Exam.php:16,recruitment.Exam.description_en,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam,exam_uuid,declared,char(60),False,False,False,console/migrations/m240808_113636_certificate.php:21,common/models/Exam.php:13,recruitment.Exam.exam_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam,is_deleted,declared,boolean(),False,False,False,console/migrations/m240808_113636_certificate.php:21,common/models/Exam.php:19,recruitment.Exam.is_deleted,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam,staff_id,declared,integer(11),False,False,False,console/migrations/m240808_113636_certificate.php:21,common/models/Exam.php:18,recruitment.Exam.staff_id,UnverifiedReference,name-shaped reference only; no PK/FK/ORM evidence; HOLD before joining,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam,title_ar,declared,string(),False,False,False,console/migrations/m240808_113636_certificate.php:21,common/models/Exam.php:15,recruitment.Exam.title_ar,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam,title_en,declared,string(),True,False,False,console/migrations/m240808_113636_certificate.php:21,common/models/Exam.php:14,recruitment.Exam.title_en,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam,updated_at,declared,dateTime(),False,False,False,console/migrations/m240808_113636_certificate.php:21,common/models/Exam.php:21,recruitment.Exam.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,created_at,declared,dateTime(),False,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:23,recruitment.ExamQuestion.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,exam_uuid,declared,char(60),False,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:14,recruitment.ExamQuestion.exam_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,is_deleted,declared,boolean(),False,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:22,recruitment.ExamQuestion.is_deleted,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,question_ar,declared,string(),False,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:17,recruitment.ExamQuestion.question_ar,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,question_en,declared,string(),True,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:16,recruitment.ExamQuestion.question_en,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,question_file_extensions,declared,string(),False,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:18,recruitment.ExamQuestion.question_file_extensions,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,question_file_maxsize,declared,integer(11),False,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:19,recruitment.ExamQuestion.question_file_maxsize,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,question_sort_order,declared,integer(6),False,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:21,recruitment.ExamQuestion.question_sort_order,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,question_type,declared,tinyInteger(),False,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:15,recruitment.ExamQuestion.question_type,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,question_uuid,declared,char(60),False,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:13,recruitment.ExamQuestion.question_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,staff_id,declared,integer(11),False,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:20,recruitment.ExamQuestion.staff_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question,updated_at,declared,dateTime(),False,False,False,console/migrations/m240808_113636_certificate.php:36,common/models/ExamQuestion.php:24,recruitment.ExamQuestion.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_answer,answer,declared,string(),False,False,False,console/migrations/m240808_113636_certificate.php:102,common/models/ExamQuestionAnswer.php:20,recruitment.ExamQuestionAnswer.answer,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_answer,answer_uuid,declared,char(60),False,False,False,console/migrations/m240808_113636_certificate.php:102,common/models/ExamQuestionAnswer.php:13,recruitment.ExamQuestionAnswer.answer_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_answer,candidate_id,declared,integer(11),True,False,False,console/migrations/m240808_113636_certificate.php:102,common/models/ExamQuestionAnswer.php:15,recruitment.ExamQuestionAnswer.candidate_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_answer,created_at,declared,dateTime(),False,False,False,console/migrations/m240808_113636_certificate.php:102,common/models/ExamQuestionAnswer.php:22,recruitment.ExamQuestionAnswer.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_answer,exam_uuid,declared,char(60),False,False,False,console/migrations/m240808_113636_certificate.php:102,common/models/ExamQuestionAnswer.php:14,recruitment.ExamQuestionAnswer.exam_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_answer,is_deleted,declared,boolean(),False,False,False,console/migrations/m240808_113636_certificate.php:102,common/models/ExamQuestionAnswer.php:21,recruitment.ExamQuestionAnswer.is_deleted,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_answer,question_ar,declared,string(),False,False,False,console/migrations/m240808_113636_certificate.php:102,common/models/ExamQuestionAnswer.php:19,recruitment.ExamQuestionAnswer.question_ar,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_answer,question_en,declared,string(),True,False,False,console/migrations/m240808_113636_certificate.php:102,common/models/ExamQuestionAnswer.php:18,recruitment.ExamQuestionAnswer.question_en,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
