app,inventory_row,inventory_receipt,reported_area,reported_effect,evidence_status,test_data_plan
employer,EMP-FO-02,docs/parity/ui-journeys/employer.md:110,`/register`,"Client validation: `name`, `company_name`, `phone_number`, `email` (regex `CustomValidator.emailValidator`), `country_id`, `currency_code` required; **password optional** (`Validators` commented); `maxlength=30` on name/company/position/phone",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-03,docs/parity/ui-journeys/employer.md:111,`/register/:otp` → `/activate/...`,"Legacy invitation/activation: register pre-fills email from `GET /invitations/by-otp/<otp>` and makes it read-only; activation form requires `contact_auth_key`, `contact_email`, `company_id`, `password`, `commercial_licence` (logo optional)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-04,docs/parity/ui-journeys/employer.md:112,app bootstrap / side menu,"Multi-company binding: after login the client loads `GET /companies`, picks the stored `company_id` or silently falls back to `companies[0]`, and switches org by rewriting `Company-ID` header + `Preferences`",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-05,docs/parity/ui-journeys/employer.md:113,`/company-contacts` (Team),"Access flag rendered only as a badge `allow_access && !contact_email` (""Login email need to update""); no UI to set/revoke `allow_access`",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-06,docs/parity/ui-journeys/employer.md:114,`/company-contacts`,Remove member: confirm dialog then `DELETE /company-contacts/<uuid>`; any member sees the action,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-07,docs/parity/ui-journeys/employer.md:115,Team → invite modal,Role vocabulary `Owner/HR/Finance/Other` chosen client-side and sent as free text; email format validated client-side,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-08,docs/parity/ui-journeys/employer.md:116,`/company-edit`,"Client requires `name`, `common_name_en`, `common_name_ar`, `country_id`, `currency_code`; email/website free text; save disabled unless `form.dirty && form.valid`. Logo/licence upload absent",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-09,docs/parity/ui-journeys/employer.md:117,"`/view/staff`, `/store-view`, `/work-log-list`, `/candidate-assignment`","Store manager assignment: client offers ""Request to remove"" (store_id null) / ""Change store"" / ""Cancel request"" and hides the first two while `storeAssignmentRequest` exists",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-10,docs/parity/ui-journeys/employer.md:118,`/request-form`,"Client requires `position_type`, `position_title`, `number_of_employees`, `job_description`, `compensation`; `gender` radio (0/1/2/3) and `nationality_id` optional; skills array",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-11,docs/parity/ui-journeys/employer.md:119,`/view/requests`,"Request status vocabulary hard-coded client-side (`pending, started, finished_by_recruitment, re_work, delivered, cancelled`) and used as query filter + segment",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-12,docs/parity/ui-journeys/employer.md:120,`/request-view`,Client-side state machine remnants: `cancelledRequest()` / `deliveredRequest()` set `request_status = 'cancelled' / 'delivered'` after `PATCH cancel,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-13,docs/parity/ui-journeys/employer.md:121,`/request-view`,Client polls `GET /requests/is-request-updated/<uuid>` and prompts to reload; suggestions grouped client-side by `suggestion_status` 1/2/3,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-14,docs/parity/ui-journeys/employer.md:122,suggestion card,Accept/reject require a reason in the prompt; client sets `suggestion_status` 3/2 locally,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-15,docs/parity/ui-journeys/employer.md:123,candidate view → `InvitePage`,Invite blocked client-side unless `company.company_approved_to_hire`; request picker lists only `GET /requests/active`,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-16,docs/parity/ui-journeys/employer.md:124,`RequestInterviewPage`,`interview_at` min = today via `ion-datetime [min]`; `internal_note` **required**; date formatted client-side to `yyyy-MM-dd HH:mm:ss` (browser TZ),INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-17,docs/parity/ui-journeys/employer.md:125,`/request-form`,"**Criteria UI absent**: no `min_age`, `max_age`, `availability` controls; only `gender` + `nationality_id` badges/inputs. Job listings (staff `JobController`) are not surfaced in this app",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-18,docs/parity/ui-journeys/employer.md:126,`CandidateSearchPage` (unrouted),"Algolia secured key fetched from `GET /algolia/key`, cached in memory until `securedApiKeyValidUntil`, refreshed on HTTP 400; search runs browser→Algolia with `environment.algoliaCandidateIndex`; default client filters (`assigned=0 AND candidate_committed=""Yes""`) are commented out, facets `candidate_gender`, `candidate_birth_timestamp`, `candidate_driving_license`, `have_video`, `have_resume`, `candidate_committed`, `bank.bank_name`, `currentLocations.en`, `country.country_name_en`, `candidate_mom_kuwaiti`, skills…",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-19,docs/parity/ui-journeys/employer.md:127,`/candidate-view`,"Employer projection rendered: name (en/ar), photo, birth date, age pipe, gender, nationality, area/country, university, driving licence, objective, job-search status, skills, experiences, **intro video (S3 public URL)**, **resume link (S3 public URL)**, **civil ID number + expiry + front/back photos (S3 `photos/` public URL)**",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-20,docs/parity/ui-journeys/employer.md:128,`/candidate-view`,Civil-ID block shown only when `candidate.company.company_id == auth.company_id,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-21,docs/parity/ui-journeys/employer.md:129,"`/candidate-view`, list cards",Coordinates (`candidate_latitude/longitude`) are typed in the model but never rendered; no map,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-22,docs/parity/ui-journeys/employer.md:130,work-log pages,"Session/day status vocabulary (0 pending, 1 approved, 2 rejected) hard-coded in templates and filters; approve sets `status:1`, reject `status:2`, undo sets local `status=0`",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-23,docs/parity/ui-journeys/employer.md:131,approve modal,`rating` 1–5 **required** client-side; `is_public` defaults `true`; note optional,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-24,docs/parity/ui-journeys/employer.md:132,reject modal,Reason chip vocabulary (`Logs are wrong / Student is absent / Bad attitude / Student was late`) required client-side,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-25,docs/parity/ui-journeys/employer.md:133,single-session feedback,"`POST /candidate-work-log-feedbacks` body carries `candidate_id`, `store_id`, `candidate_working_hour_uuid` chosen by the client",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-26,docs/parity/ui-journeys/employer.md:134,"`/work-log-list`, `/log-hour-list`","Totals/health indicators (pending/approved/rejected counts, `total_time` → h:m via `secondsToTime`) come from server payload; ""Today's total time/amount"" from `work-log-stats`. No client summation. Month-end confirmation (WK-16) has **no UI** in this app",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-27,docs/parity/ui-journeys/employer.md:135,`/transfer-form`,Client computes transfer total: `hours*rate + minutes*rate/60 + seconds*rate/3600 + bonus (+transfer_cost)` in floating point; override of contract amount clamped to `contract_company_total`; soft warnings when hours == 0 or > 180; `min=0` on inputs; `minutes/seconds > 59` flagged,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-28,docs/parity/ui-journeys/employer.md:136,`/transfer-view`,Action buttons gated on `transfer_status` (10 draft: delete/cancel/edit/import/lock; 5 locked: payment sent); invoices split into paid/unpaid client-side,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-29,docs/parity/ui-journeys/employer.md:137,"`/transfer-form-fixed`, `/transfer-form-monthly`","Screens exist and are navigated to for FIXED_PRICE / MONTHLY_SALARY contracts but render placeholder templates (no form, no endpoint)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-30,docs/parity/ui-journeys/employer.md:138,"`/import-transfer-form`, activate page, `ImageUploadComponent`","Client-held AWS creds: `GET /aws/config` returns `{region,key,secret,bucket}` which the browser loads into `AWS.config` and uses to `PUT` with `ACL: public-read` to `studenthub-public-anyone-can-upload-24hr-expiry`; 18 MB client cap; bucket/cloudinary base URLs hard-coded per env",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-31,docs/parity/ui-journeys/employer.md:139,app-wide,"Other client-held config: Auth0 `domain bawes.us.auth0.com` + `clientId sDIOpy1be7Y59ocKoXxHVL5euFNdJN3e` (`app.module.ts:57-58`); reCAPTCHA site key and Segment write key in `index.html:30,34`; Mixpanel keys per env; Sentry DSN (`environment.prod.ts:4`); Apple sign-in `clientId 'co.studenthub.candidate'` with `redirectURI http://localhost:8100/landing` (`auth.service.ts:246-247`)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-32,docs/parity/ui-journeys/employer.md:140,app-wide,"Polling: `GET /requests/count` every 10 s while logged in (`app.component.ts:229-232,274-276`); chat view `new-messages` every 5 s (`chat-view.page.ts:181`); email-verification `is-email-verified` interval (`verify-email.page.ts:178`). Unread-count polling (`alertSubscribe`, 1 s) is commented out (`app.component.ts:140-145,256-258,524-532`)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-33,docs/parity/ui-journeys/employer.md:141,app-wide,"Local persistence (Capacitor Preferences): `loggedInCompany` (bearer token + company id in plain JSON), `unVerifiedToken`, `currentLocation`, `language_pref`, `currency_pref`, `utm_uuid`, `theme`, `appleUserDetail`; `localStorage` `utm_uuid`/`utm_id`; `Preferences.clear()` on logout except `utm_uuid`, `theme`, `cookieMessageWasApproved`",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-34,docs/parity/ui-journeys/employer.md:142,app-wide,"Offline/retry: `genericRetryStrategy` retries 3× with 1 s/2 s/3 s backoff on non-400/401/404/500 errors and `navigator.onLine`; status 0/504 → `/no-internet`; no request queueing; service worker (`ngsw-config.json`) only in some envs (`serviceWorker: true` for dev, `false` for prod — `environment.prod.ts:10`)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-35,docs/parity/ui-journeys/employer.md:143,`/account`,"Notification preferences (`receive_email`, `receive_notification`) and `enable_two_step_auth` toggles; extra emails/phones arrays managed client-side (auto-add row, remove)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-36,docs/parity/ui-journeys/employer.md:144,"`/chat-list`, `/chat-view`","Chat only with candidates (`start-chat {candidate_id}`); staff participants displayed if present but no ""chat with staff""/support entry point exists in the UI; no ticket screens",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-37,docs/parity/ui-journeys/employer.md:145,"`/company-edit`, `/register`","Currency preference: `currency_pref` stored client-side, sent as `Currency` header only on login/two-step/verify calls, and used as transfer default",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-38,docs/parity/ui-journeys/employer.md:146,tab shell,Under-review gate: redirect to `/under-review` when `company_status_override == 9`; other routes stay reachable and every API call still succeeds,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-39,docs/parity/ui-journeys/employer.md:147,app-wide,Statistics: no company statistics/revenue screens in this app (only `requestStats` counters from list headers and `work-log-stats`); `candidates/total` fetched but only displayed on transfer list,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-40,docs/parity/ui-journeys/employer.md:148,Excel exports,Work-log Excel (plain/detailed/approved-only) downloaded to browser via blob; no audit,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-41,docs/parity/ui-journeys/employer.md:149,i18n,"Arabic/English toggle client-side; RTL applied to `<html dir>` and duplicated `ion-menu` sides; `Language` header drives server messages; `langContent(en, ar)` picks localized company/candidate names client-side",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
employer,EMP-FO-42,docs/parity/ui-journeys/employer.md:150,routes without guard,`/account` (`app-routing.module.ts:206-209`) and `/work-log-filter` (`:281-284`) lack `canActivate`; `/account` then calls `GET /account/view` which 401s → logout,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-01,docs/parity/ui-journeys/staff.md:142,all routes,"Route guard = ""a `loggedInStaff` record exists in Ionic Storage""; no token validation, no role/permission guard anywhere; `StoryGuard` unused",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-02,docs/parity/ui-journeys/staff.md:143,login,"Permission lists fetched post-login into memory; on fetch error the user is logged in with an empty permission map, so every gate evaluates false and the gated UI silently disappears (fail-closed, but with no error surfaced)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-03,docs/parity/ui-journeys/staff.md:144,company-view Stats tab,`Company/company-stats` gate shows/hides revenue stats tab,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-04,docs/parity/ui-journeys/staff.md:145,company-contacts,"`Company/company-contact-login` disables the login-as button; the same login is un-gated in `company-contact-list.page.ts:141-159`, and login-as-candidate (`candidate-view.page.ts:818-834`) and login-as-store-manager (`store-view.page.ts:225-240`) have no gate at all",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-05,docs/parity/ui-journeys/staff.md:146,company-view Contracts column,`Company/company-contracts` gate,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-06,docs/parity/ui-journeys/staff.md:147,company-view Transfers column,`Company/company-transfers` gate (only for parent companies),INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-07,docs/parity/ui-journeys/staff.md:148,company-view activity feed,"With `Company/company-activity` granted, notes whose text contains ""transfer"" are **hidden** (inverted semantics: having the permission removes rows)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-08,docs/parity/ui-journeys/staff.md:149,candidate-view Financials tab,"Tab hidden if **any** work-history company is restricted for this staff (`.some(!allowed)`, comment says the opposite); `/candidate-salary-list/:id` shows the same transfers with no gate",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-09,docs/parity/ui-journeys/staff.md:150,note-view,"Loads the note, then if `Company/company-notes` missing calls `location.back()` — data already fetched",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-10,docs/parity/ui-journeys/staff.md:151,request-view Assign / Update buttons,`authService.role == 1` shows Assign-to-recruiter; `role < 4` shows Update; role is a client-held integer from storage,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-11,docs/parity/ui-journeys/staff.md:152,commercial terms,"Any staff can edit `hourly_rate`, `bonus_commission`, `currency_code`, `approved_to_hire` on a company; only `Validators.required` client-side",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-12,docs/parity/ui-journeys/staff.md:153,request-view status machine,"Client decides next status: cancel→`cancelled` (:561-565), deliver→`delivered` (:753-756), `statusUpdate` → `re_work` / `finished_by_recruitment` (:1014-1038); buttons shown per current status (`.html:301-336`)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-13,docs/parity/ui-journeys/staff.md:154,transfer-view,Lock / Cancel / Edit / Import / Delete only when `transfer_status==10`; Payment-sent only when `==5`,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-14,docs/parity/ui-journeys/staff.md:155,transfer-form,Total computed client-side from hours/minutes/seconds × company rate (display); warnings for 0 h and >180 h are confirm dialogs only; negative-number validators on hours/bonus,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-15,docs/parity/ui-journeys/staff.md:156,candidate-assign-form / company-contract-form,Contract vs. plain rate chosen in the client (`contract_uuid` required or `rate` required); `start_date` defaults to today; only `required` validators,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-16,docs/parity/ui-journeys/staff.md:157,appeal-view,Staff picks any of 10/1/2/3 in a select; client updates `appeal.status` locally,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-17,docs/parity/ui-journeys/staff.md:158,log-time-manually (corrected session),"`start_time < end_time` (`timeComparisonValidator`), max date = now, note required",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-18,docs/parity/ui-journeys/staff.md:159,invitation / suggest components,"Client requires an active story matching the invitation's story and blocks ""already suggested""",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-19,docs/parity/ui-journeys/staff.md:160,suggestion accept/reject,Buttons only when `suggestion_status == 1`; client sets 3/2 locally,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-20,docs/parity/ui-journeys/staff.md:161,request-interview-form,"`staff_id` required; `internal_note` (placeholder ""internal note for staff and company"") and `interview_note` (meeting link) both free text; client sets `status=2` on reject",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-21,docs/parity/ui-journeys/staff.md:162,story-view / app.component,"Story status chosen client-side (`changeStoryStatus(8)` stop, start/deliver/rework prompts)",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-22,docs/parity/ui-journeys/staff.md:163,ticket list/view,Status filter and comment-with-status set client-side (0/1/10),INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-23,docs/parity/ui-journeys/staff.md:164,company-view status,"""Under review"" (override 9) → client offers to set override 0",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-24,docs/parity/ui-journeys/staff.md:165,candidate-form,"Email regex, phone `^[0-9]{8}$`, civil id `^[0-9]{12}$`, birth date, photo, civil front/back, expiry, gender, licence, skills all `required`",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-25,docs/parity/ui-journeys/staff.md:166,company-form / company-contact-form,"Company email regex + required; contact `allow_access`, `position`, `name`, `email`, `password` required; email-exists pre-check",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-26,docs/parity/ui-journeys/staff.md:167,request-form,"`number_of_employees`, `no_of_employees_per_story`, contact, position, description, compensation required; no numeric bounds",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-27,docs/parity/ui-journeys/staff.md:168,job-form (RC-09),"`min_age`, `max_age`, `gender`, `available_from` optional, no cross-field checks",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-28,docs/parity/ui-journeys/staff.md:169,leave-request (2 forms),"from/to/note (or type) required; no range check; two different endpoints for ""leave""",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-29,docs/parity/ui-journeys/staff.md:170,default (work session),Session timer rendered from `created_at` with a hard-coded `GMT+03:00` offset; start/end buttons keyed on presence of `session`,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-30,docs/parity/ui-journeys/staff.md:171,tabs (polling),`/statistic` polled every 60 s per open tab shell; drives every dashboard card,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-31,docs/parity/ui-journeys/staff.md:172,candidate-search / fulltimer-search,Algolia queried **directly from the browser** with a secured API key obtained from GET `/algolia/key`; key cached in memory until a 400; `securedApiKeyValidUntil` is `null`,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-32,docs/parity/ui-journeys/staff.md:173,"every upload (photo, civil, CV, logo, licence, expense receipt, leave file, ticket attachments, transfer excel)",Browser fetches AWS region/key/secret/bucket from GET `/aws/config` **with plain `HttpClient` (no bearer)** and uploads to the public temp bucket via `aws-sdk`; 5 MB client limit,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-33,docs/parity/ui-journeys/staff.md:174,login / two-step,reCAPTCHA v3 site key hardcoded; token sent as `g-recaptcha-response` header,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-34,docs/parity/ui-journeys/staff.md:175,app bootstrap,`?auth_key=` in the URL logs the staff in (login-by-key); key consumed and cleared server-side,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-35,docs/parity/ui-journeys/staff.md:176,persistence,"Ionic Storage keys: `loggedInStaff` (token + role + story), `currency_pref`, `theme`, `cookieMessageWasApproved`; `app-error` reads `loggedInUser` which is never written; token also re-read on every guard hit",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-36,docs/parity/ui-journeys/staff.md:177,HTTP layer,"`genericRetryStrategy`: up to 3 retries with 1s/2s/3s backoff on any status except 400/401/404/500 and when online — applies to **POST/PATCH** too (`authhttp.service.ts:174,195,224`) → duplicate writes possible on 502/503/timeouts; 401 → logout",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-37,docs/parity/ui-journeys/staff.md:178,evaluation-report-form,Department list (5 items) hardcoded in the client,INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
staff,STAFF-FO-38,docs/parity/ui-journeys/staff.md:179,"candidate-list ← dashboard ""minors""","Dashboard passes `state.filterMinor` but the list never reads it; the ""minor"" card therefore shows the unfiltered list",INVENTORY-ONLY unless explicitly reverified in README; no draft claim promoted to fact,synthetic scenario with fresh server authorization; replace PII/objects; no cached-token or provider-state import
